SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO
DPWIRES,895,Industrial Products,Capital Goods,Industrials,0
WINDLAS,890,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
INDOAMIN,890,Chemicals & Petrochemicals,Chemicals,Commodities,0
DHARMAJ,889,Fertilizers & Agrochemicals,Chemicals,Commodities,0
SILVERTUC,884,IT - Services,Information Technology,Information Technology,0
GKWLIMITED,879,Finance,Financial Services,Financial Services,0
ASALCBR,876,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ENIL,875,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
ROHLTD,874,Leisure Services,Consumer Services,Consumer Discretionary,0
KERNEX,872,Transport Services,Services,Services,0
WALCHANNAG,871,Industrial Manufacturing,Capital Goods,Industrials,0
MUNJALAU,870,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
BLAL,870,Finance,Financial Services,Financial Services,0
MANAKSIA,867,Industrial Products,Capital Goods,Industrials,0
CHEVIOT,866,Paper Forest & Jute Products,Forest Materials,Commodities,0
FOODSIN,859,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
PAKKA,859,Paper Forest & Jute Products,Forest Materials,Commodities,0
HITECHGEAR,856,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
BIRLACABLE,856,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,0
TBZ,854,Consumer Durables,Consumer Durables,Consumer Discretionary,0
HEXATRADEX,854,Finance,Financial Services,Financial Services,0
KOTHARIPET,853,Chemicals & Petrochemicals,Chemicals,Commodities,0
SAKAR,852,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SANDESH,850,Media,Media Entertainment & Publication,Consumer Discretionary,0
BCONCEPTS,848,Retailing,Consumer Services,Consumer Discretionary,0
DIACABS,844,Electrical Equipment,Capital Goods,Industrials,0
3IINFOLTD,835,IT - Software,Information Technology,Information Technology,0
VINYLINDIA,834,Chemicals & Petrochemicals,Chemicals,Commodities,0
OCCL,832,Chemicals & Petrochemicals,Chemicals,Commodities,0
DMCC,826,Chemicals & Petrochemicals,Chemicals,Commodities,0
STCINDIA,824,Commercial Services & Supplies,Services,Services,0
DENORA,818,Industrial Products,Capital Goods,Industrials,0
CREST,815,Finance,Financial Services,Financial Services,0
SWELECTES,804,Electrical Equipment,Capital Goods,Industrials,0
DECCANCE,797,Cement & Cement Products,Construction Materials,Commodities,0
ZUARI,791,Fertilizers & Agrochemicals,Chemicals,Commodities,0
DSSL,790,IT - Services,Information Technology,Information Technology,0
MOLDTECH,784,IT - Services,Information Technology,Information Technology,0
RUBYMILLS,781,Textiles & Apparels,Textiles,Consumer Discretionary,0
MENONBE,774,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
DHANBANK,774,Banks,Financial Services,Financial Services,0
NAGAFERT,772,Fertilizers & Agrochemicals,Chemicals,Commodities,0
URJA,772,Electrical Equipment,Capital Goods,Industrials,0
MAANALU,770,Non - Ferrous Metals,Metals & Mining,Commodities,0
MEDICAMEQ,769,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SUKHJITS,769,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
PLASTIBLEN,764,Chemicals & Petrochemicals,Chemicals,Commodities,0
GSLSU,763,Consumer Durables,Consumer Durables,Consumer Discretionary,0
ADSL,755,IT - Services,Information Technology,Information Technology,0
VALIANTLAB,753,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
BALAJITELE,753,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
MICEL,751,Industrial Manufacturing,Capital Goods,Industrials,0
JAYAGROGN,750,Chemicals & Petrochemicals,Chemicals,Commodities,0
SELAN,749,Oil,Oil Gas & Consumable Fuels,Energy,0
VISAKAIND,748,Cement & Cement Products,Construction Materials,Commodities,0
KECL,738,Electrical Equipment,Capital Goods,Industrials,0
ESTER,736,Industrial Products,Capital Goods,Industrials,0
ELIN,734,Consumer Durables,Consumer Durables,Consumer Discretionary,0
INDOBORAX,731,Chemicals & Petrochemicals,Chemicals,Commodities,0
ARIHANTCAP,727,Capital Markets,Financial Services,Financial Services,0
EMAMIPAP,726,Paper Forest & Jute Products,Forest Materials,Commodities,0
DHUNINV,722,Finance,Financial Services,Financial Services,0
NECLIFE,720,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SEMAC,719,Industrial Manufacturing,Capital Goods,Industrials,0
VIKASLIFE,718,Commercial Services & Supplies,Services,Services,0
ELDEHSG,713,Realty,Realty,Consumer Discretionary,0
BHAGERIA,712,Chemicals & Petrochemicals,Chemicals,Commodities,0
VLSFINANCE,710,Finance,Financial Services,Financial Services,0
PYRAMID,710,Industrial Products,Capital Goods,Industrials,0
SHREEPUSHK,710,Chemicals & Petrochemicals,Chemicals,Commodities,0
FCSSOFT,709,IT - Services,Information Technology,Information Technology,0
MAXIND,708,Finance,Financial Services,Financial Services,0
CHEMBOND,703,Chemicals & Petrochemicals,Chemicals,Commodities,0
INDOTECH,703,Electrical Equipment,Capital Goods,Industrials,0
BGRENERGY,701,Construction,Construction,Industrials,0
APEX,700,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
MEDICO,697,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
MALLCOM,683,Industrial Products,Capital Goods,Industrials,0
AXITA,676,Textiles & Apparels,Textiles,Consumer Discretionary,0
SALZERELEC,675,Electrical Equipment,Capital Goods,Industrials,0
OSWALGREEN,674,Finance,Financial Services,Financial Services,0
KHAICHEM,672,Fertilizers & Agrochemicals,Chemicals,Commodities,0
NRAIL,672,Paper Forest & Jute Products,Forest Materials,Commodities,0
KAMATHOTEL,672,Leisure Services,Consumer Services,Consumer Discretionary,0
HCL-INSYS,672,IT - Hardware,Information Technology,Information Technology,0
HMVL,671,Media,Media Entertainment & Publication,Consumer Discretionary,0
HINDCOMPOS,668,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
GHCLTEXTIL,666,Textiles & Apparels,Textiles,Consumer Discretionary,0
ASAL,664,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
TVSELECT,663,IT - Hardware,Information Technology,Information Technology,0
IRISDOREME,663,Textiles & Apparels,Textiles,Consumer Discretionary,0
ESSARSHPNG,662,Transport Services,Services,Services,0
RBL,659,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
RITCO,658,Transport Services,Services,Services,0
JETAIRWAYS,657,Transport Services,Services,Services,0
ARROWGREEN,656,Industrial Products,Capital Goods,Industrials,0
DIGISPICE,656,IT - Services,Information Technology,Information Technology,0
JPOLYINVST,651,Finance,Financial Services,Financial Services,0
VERTOZ,650,Media,Media Entertainment & Publication,Consumer Discretionary,0
LOKESHMACH,648,Industrial Manufacturing,Capital Goods,Industrials,0
MIRZAINT,643,Consumer Durables,Consumer Durables,Consumer Discretionary,0
GRPLTD,640,Industrial Products,Capital Goods,Industrials,0
VLEGOV,639,IT - Services,Information Technology,Information Technology,0
KHADIM,638,Consumer Durables,Consumer Durables,Consumer Discretionary,0
HUBTOWN,636,Realty,Realty,Consumer Discretionary,0
SBC,635,Commercial Services & Supplies,Services,Services,0
20MICRONS,630,Minerals & Mining,Metals & Mining,Commodities,0
DEEPENR,626,Oil,Oil Gas & Consumable Fuels,Energy,0
APCL,623,Cement & Cement Products,Construction Materials,Commodities,0
RACE,621,Other Utilities,Utilities,Utilities,0
MUTHOOTCAP,618,Finance,Financial Services,Financial Services,0
GLOBAL,617,Other Consumer Services,Consumer Services,Consumer Discretionary,0
SHREYAS,615,Transport Services,Services,Services,0
INDSWFTLAB,610,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
JINDALPHOT,609,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ORIENTCER,607,Industrial Products,Capital Goods,Industrials,0
THEINVEST,601,Finance,Financial Services,Financial Services,0
MACPOWER,598,Industrial Manufacturing,Capital Goods,Industrials,0
STEL,597,Finance,Financial Services,Financial Services,0
HTMEDIA,596,Media,Media Entertainment & Publication,Consumer Discretionary,0
KILITCH,595,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
ORIENTBELL,593,Consumer Durables,Consumer Durables,Consumer Discretionary,0
RADIOCITY,593,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
MINDTECK,592,IT - Software,Information Technology,Information Technology,0
ZUARIIND,590,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
KANORICHEM,590,Chemicals & Petrochemicals,Chemicals,Commodities,0
OSIAHYPER,588,Retailing,Consumer Services,Consumer Discretionary,0
BIRLAMONEY,585,Capital Markets,Financial Services,Financial Services,0
NIPPOBATRY,583,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
POCL,582,Ferrous Metals,Metals & Mining,Commodities,0
MUNJALSHOW,578,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
INTLCONV,575,Industrial Manufacturing,Capital Goods,Industrials,0
AARTISURF,570,Chemicals & Petrochemicals,Chemicals,Commodities,0
CYBERTECH,567,IT - Software,Information Technology,Information Technology,0
BBTCL,566,Industrial Products,Capital Goods,Industrials,0
PRIMESECU,565,Finance,Financial Services,Financial Services,0
RATNAVEER,562,Industrial Products,Capital Goods,Industrials,0
ZIMLAB,561,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
NAHARPOLY,554,Industrial Products,Capital Goods,Industrials,0
KRITI,553,Industrial Products,Capital Goods,Industrials,0
ALBERTDAVD,553,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
WINDMACHIN,552,Industrial Manufacturing,Capital Goods,Industrials,0
CLEDUCATE,551,Other Consumer Services,Consumer Services,Consumer Discretionary,0
UNIDT,550,Industrial Manufacturing,Capital Goods,Industrials,0
PTL,548,Commercial Services & Supplies,Services,Services,0
WEL,547,Consumer Durables,Consumer Durables,Consumer Discretionary,0
NAHARINDUS,547,Textiles & Apparels,Textiles,Consumer Discretionary,0
VENUSREM,544,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
BEDMUTHA,543,Industrial Products,Capital Goods,Industrials,0
DIAMINESQ,541,Chemicals & Petrochemicals,Chemicals,Commodities,0
GOKUL,540,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SARVESHWAR,538,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
WSI,535,Industrial Manufacturing,Capital Goods,Industrials,0
CHEMFAB,531,Chemicals & Petrochemicals,Chemicals,Commodities,0
MMP,529,Non - Ferrous Metals,Metals & Mining,Commodities,0
RADHIKAJWE,527,Consumer Durables,Consumer Durables,Consumer Discretionary,0
MAZDA,526,Industrial Manufacturing,Capital Goods,Industrials,0
ORICONENT,524,Industrial Products,Capital Goods,Industrials,0
GOACARBON,523,Minerals & Mining,Metals & Mining,Commodities,0
PROZONER,520,Realty,Realty,Consumer Discretionary,0
ASMS,518,IT - Services,Information Technology,Information Technology,0
EXXARO,518,Consumer Durables,Consumer Durables,Consumer Discretionary,0
DONEAR,517,Textiles & Apparels,Textiles,Consumer Discretionary,0
NAHARCAP,515,Finance,Financial Services,Financial Services,0
DOLPHIN,513,Oil,Oil Gas & Consumable Fuels,Energy,0
AUTOIND,512,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
BANSWRAS,498,Textiles & Apparels,Textiles,Consumer Discretionary,0
MEGASOFT,495,Telecom - Services,Telecommunication,Telecommunication,0
PAVNAIND,494,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
GENUSPAPER,494,Paper Forest & Jute Products,Forest Materials,Commodities,0
PDMJEPAPER,492,Paper Forest & Jute Products,Forest Materials,Commodities,0
NDLVENTURE,482,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
SIGMA,482,IT - Services,Information Technology,Information Technology,0
ORBTEXP,479,Textiles & Apparels,Textiles,Consumer Discretionary,0
GEECEE,478,Realty,Realty,Consumer Discretionary,0
VIKASECO,477,Chemicals & Petrochemicals,Chemicals,Commodities,0
VARDHACRLC,477,Textiles & Apparels,Textiles,Consumer Discretionary,0
LIBERTSHOE,476,Consumer Durables,Consumer Durables,Consumer Discretionary,0
ADVANIHOTR,476,Leisure Services,Consumer Services,Consumer Discretionary,0
UNIVPHOTO,474,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SHIVAMAUTO,474,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
SOUTHWEST,473,Commercial Services & Supplies,Services,Services,0
SARLAPOLY,470,Textiles & Apparels,Textiles,Consumer Discretionary,0
PARSVNATH,468,Realty,Realty,Consumer Discretionary,0
RBZJEWEL,463,Consumer Durables,Consumer Durables,Consumer Discretionary,0
IFBAGRO,461,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SGIL,459,Industrial Products,Capital Goods,Industrials,0
SIMPLEXINF,458,Construction,Construction,Industrials,0
OSWALAGRO,456,Commercial Services & Supplies,Services,Services,0
DICIND,454,Chemicals & Petrochemicals,Chemicals,Commodities,0
SILINV,454,Finance,Financial Services,Financial Services,0
WEALTH,453,Finance,Financial Services,Financial Services,0
MODISONLTD,452,Electrical Equipment,Capital Goods,Industrials,0
NBIFIN,449,Finance,Financial Services,Financial Services,0
BALAXI,449,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SAHYADRI,448,Other Construction Materials,Construction Materials,Commodities,0
ASIANHOTNR,447,Leisure Services,Consumer Services,Consumer Discretionary,0
AVG,445,Transport Services,Services,Services,0
RPPINFRA,441,Construction,Construction,Industrials,0
HITECHCORP,440,Industrial Products,Capital Goods,Industrials,0
KAYA,440,Leisure Services,Consumer Services,Consumer Discretionary,0
PLAZACABLE,438,Industrial Products,Capital Goods,Industrials,0
SHEMAROO,438,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
SHYAMCENT,437,Ferrous Metals,Metals & Mining,Commodities,0
KOTARISUG,436,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
VISHAL,435,Textiles & Apparels,Textiles,Consumer Discretionary,0
UFO,435,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
KRITINUT,433,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
OSWALSEEDS,433,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
NURECA,428,Healthcare Equipment & Supplies,Healthcare,Healthcare,0
LORDSCHLO,428,Chemicals & Petrochemicals,Chemicals,Commodities,0
BIL,422,Consumer Durables,Consumer Durables,Consumer Discretionary,0
SAKUMA,420,Commercial Services & Supplies,Services,Services,0
BRNL,420,Construction,Construction,Industrials,0
BPL,416,Consumer Durables,Consumer Durables,Consumer Discretionary,0
ALANKIT,414,Commercial Services & Supplies,Services,Services,0
EMAMIREAL,414,Realty,Realty,Consumer Discretionary,0
WANBURY,413,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
NRL,412,Metals & Minerals Trading,Metals & Mining,Commodities,0
TRIGYN,411,IT - Software,Information Technology,Information Technology,0
IL&FSENGG,408,Construction,Construction,Industrials,0
LYKALABS,405,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
IITL,404,Finance,Financial Services,Financial Services,0
TPLPLASTEH,404,Industrial Products,Capital Goods,Industrials,0
KCPSUGIND,403,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
PODDARMENT,402,Chemicals & Petrochemicals,Chemicals,Commodities,0
RUCHIRA,400,Paper Forest & Jute Products,Forest Materials,Commodities,0
